distance_km,lead_time_days,supplier_count,transport_mode,weather_risk_score,port_congestion_index,predicted_delay_days
101.4,69.9,18,Multimodal,47.8,9.8,8.25
682.7,48.4,2,Air,67.2,0.9,3.75
3195.9,59.0,22,Road,65.4,9.1,9.74
3204.8,25.6,16,Rail,90.6,6.6,7.24
2887.0,18.0,37,Road,83.9,9.1,8.91
2150.8,25.0,32,Road,5.5,3.7,6.11
3038.7,26.7,10,Air,48.7,8.3,3.78
3483.2,66.7,34,Rail,40.7,6.2,9.41
4349.3,13.0,16,Road,99.7,8.3,9.67
3999.4,70.1,34,Road,42.7,3.3,11.54
3576.4,47.3,37,Sea,68.3,9.2,17.63
3127.9,34.9,34,Rail,28.4,9.2,6.87
2585.8,27.4,13,Rail,61.5,4.7,5.81
547.1,46.4,37,Road,20.7,4.0,5.3
749.2,28.9,12,Road,60.4,5.8,4.25
3692.2,38.9,15,Multimodal,86.8,2.0,12.27
3615.9,66.6,30,Rail,1.9,5.0,8.0
2767.0,56.5,31,Road,50.5,9.0,8.99
1977.6,67.4,29,Rail,98.2,3.7,8.55
122.0,64.3,34,Sea,15.9,7.4,8.6
1475.7,73.4,32,Road,18.3,6.2,7.17
1895.8,18.6,23,Road,47.1,2.6,5.95
2188.7,89.6,10,Rail,87.1,5.3,8.45
4182.3,43.1,8,Rail,56.3,8.5,7.64
493.6,64.8,21,Sea,50.9,5.5,9.34
2337.3,61.2,11,Air,8.7,7.0,4.02
1658.8,51.2,12,Road,96.2,7.8,7.34
4455.5,89.6,39,Road,34.7,0.5,12.7
3879.1,19.9,19,Multimodal,25.2,0.5,10.48
1977.3,38.2,34,Road,41.2,1.1,7.5
4498.6,11.9,38,Rail,41.4,1.6,7.97
2315.7,16.8,34,Rail,45.9,8.1,5.74
756.2,64.3,26,Rail,68.9,4.4,6.26
2503.7,0.9,16,Road,86.8,1.9,6.44
1021.8,80.1,19,Sea,5.7,5.3,9.63
2865.2,57.2,29,Sea,49.1,7.6,14.84
4218.8,40.0,38,Rail,41.4,1.4,8.35
3539.0,30.2,36,Rail,1.1,3.4,6.75
1232.9,11.8,21,Road,81.6,1.9,5.17
1339.4,83.0,10,Road,10.4,6.5,6.05
316.5,64.3,23,Road,11.5,1.4,4.62
1290.0,30.6,7,Road,4.8,7.8,3.69
421.3,6.8,38,Multimodal,20.0,2.1,4.85
2250.0,29.6,5,Sea,17.7,0.6,8.71
3189.0,17.0,19,Rail,34.8,9.1,5.91
3381.6,70.9,33,Rail,65.9,3.3,9.52
272.6,64.9,24,Road,5.4,5.0,4.66
1533.1,45.1,23,Multimodal,86.0,1.0,8.79
1300.3,79.8,22,Road,32.7,4.8,7.29
473.8,16.7,36,Road,60.7,2.2,4.84
1634.3,41.0,21,Rail,1.2,8.4,4.71
1350.4,64.1,18,Air,36.6,7.1,4.92
2857.1,6.6,38,Air,0.2,6.6,2.87
3975.4,33.9,27,Road,16.5,7.8,8.96
2049.5,51.7,37,Air,44.8,2.9,5.52
3361.3,33.3,25,Road,53.5,4.5,8.66
661.3,43.5,39,Road,15.3,0.9,5.37
4027.9,54.9,30,Sea,74.5,0.7,16.57
690.9,33.5,14,Air,18.9,3.3,2.95
868.5,10.0,34,Rail,11.6,8.2,3.64
483.6,13.0,32,Rail,33.3,6.0,3.74
1397.0,47.7,31,Sea,55.1,4.2,10.99
2488.1,16.1,2,Sea,98.9,9.7,12.67
4446.0,80.1,39,Air,41.9,4.4,7.77
3571.2,75.2,35,Rail,42.6,4.7,9.35
1715.1,31.7,23,Multimodal,5.9,9.9,9.11
2593.4,74.9,6,Multimodal,76.6,1.3,10.9
2806.8,48.2,21,Road,18.2,2.6,7.61
3703.2,14.7,26,Sea,74.5,4.5,14.67
3315.4,55.5,30,Rail,91.1,5.7,9.15
2564.0,61.3,30,Road,76.8,1.5,9.56
3013.0,8.0,8,Rail,64.2,3.3,5.33
3357.9,28.6,39,Road,60.4,2.2,9.05
603.5,1.0,33,Rail,45.4,8.5,4.1
906.0,28.8,10,Air,14.5,8.3,2.58
3100.2,30.5,18,Road,77.9,2.4,8.3
3827.7,56.9,36,Road,47.7,4.3,10.69
1844.6,18.3,11,Multimodal,62.6,6.5,8.58
4409.6,3.2,8,Road,37.4,0.5,7.92
976.2,28.7,1,Road,20.1,8.8,3.38
1878.1,74.4,8,Road,80.7,5.1,7.91
1706.5,36.2,5,Rail,34.2,2.3,4.84
4186.7,37.7,1,Rail,86.7,4.0,7.67
1287.8,42.5,3,Sea,96.6,9.0,11.33
2121.2,67.8,27,Rail,83.0,0.2,8.21
846.6,43.5,23,Sea,12.8,1.4,7.55
2348.1,8.7,39,Rail,85.5,1.9,6.85
3859.0,19.0,11,Road,51.9,0.6,8.03
1371.7,17.3,11,Rail,24.1,2.3,3.6
3649.5,46.0,36,Sea,9.3,8.2,15.94
4101.3,3.2,38,Rail,27.9,5.3,6.97
332.9,25.9,31,Road,13.7,6.1,3.54
3405.1,54.8,24,Road,2.6,1.6,8.5
1152.8,32.2,19,Road,98.8,2.8,6.45
793.1,63.8,32,Road,83.2,9.2,7.12
2707.0,35.5,38,Rail,73.9,2.1,7.71
3176.7,88.1,17,Road,19.3,9.1,9.55
1779.5,86.9,35,Sea,2.8,6.6,12.89
181.1,72.1,12,Road,48.5,5.0,5.09
4089.6,85.9,15,Road,74.2,1.7,11.96
3289.7,18.8,39,Rail,96.3,6.7,8.27
1226.1,67.7,13,Road,84.4,8.9,7.38
2238.4,29.3,30,Air,89.4,1.6,5.46
129.9,65.4,19,Road,23.9,0.1,4.41
1530.1,34.0,9,Road,15.5,7.4,4.62
2353.8,26.4,28,Sea,24.8,6.0,11.67
2329.9,86.3,25,Rail,13.9,5.0,7.5
940.8,19.3,4,Road,79.8,4.6,4.12
3496.5,68.4,37,Road,90.3,5.0,11.59
1348.4,60.9,7,Sea,30.7,3.7,9.24
2613.9,27.7,4,Multimodal,87.7,0.8,9.31
1225.5,41.5,23,Air,5.5,7.8,3.35
1916.1,13.3,6,Road,67.7,4.7,5.49
937.8,82.9,9,Multimodal,52.7,8.2,9.53
2850.4,87.1,9,Road,27.7,9.8,8.73
1918.0,66.1,21,Road,76.8,1.7,8.28
77.4,76.5,3,Sea,21.2,7.9,7.79
131.6,7.9,13,Road,41.6,9.8,2.4
2122.7,34.9,38,Road,71.0,7.2,8.22
828.6,30.1,18,Road,33.8,2.5,4.5
2634.8,51.1,31,Road,85.5,9.0,9.13
1839.8,16.9,29,Sea,86.5,7.9,12.36
2946.6,50.9,2,Rail,20.3,4.5,5.58
4286.0,59.1,31,Road,44.0,5.7,11.2
2381.7,12.3,38,Rail,43.2,7.2,6.13
3544.3,12.3,7,Air,41.0,1.2,3.0
3389.9,3.7,10,Sea,50.2,9.3,13.69
4148.5,68.6,13,Road,7.4,9.9,9.82
967.0,30.1,1,Multimodal,87.0,3.3,6.8
3723.8,20.7,37,Sea,29.0,7.2,15.41
4075.3,70.1,25,Road,0.2,4.2,9.88
1770.5,13.3,30,Road,68.5,0.3,6.21
1415.6,38.7,2,Road,65.0,9.6,5.22
4284.4,67.2,36,Sea,98.3,1.4,18.08
2826.2,51.9,24,Road,71.9,0.7,8.97
1716.1,50.1,12,Rail,33.3,8.4,5.22
3564.3,14.6,5,Road,95.3,0.3,8.08
1373.6,16.7,15,Air,36.5,6.9,2.83
798.0,52.6,7,Road,82.1,9.3,5.56
2450.1,2.6,2,Air,33.6,4.1,1.9
2550.1,78.3,3,Multimodal,4.9,0.7,8.91
3716.7,31.9,4,Road,73.4,2.2,8.49
2059.3,37.8,16,Rail,35.0,9.5,5.38
3666.6,23.6,27,Road,33.9,4.7,8.65
1404.4,79.0,22,Air,71.6,5.4,6.36
2591.3,58.0,3,Rail,32.2,1.6,6.05
942.1,40.8,17,Road,11.8,9.2,4.19
1737.6,52.9,22,Road,40.5,5.2,6.97
3859.6,34.5,7,Road,82.4,5.3,9.24
975.9,42.2,30,Multimodal,13.0,5.8,7.41
3647.0,32.5,8,Rail,55.4,7.7,6.81
1276.5,37.3,19,Air,13.2,2.0,3.26
160.0,28.7,7,Road,4.9,9.4,2.08
499.2,7.4,1,Road,37.9,1.8,2.13
3357.7,3.8,16,Multimodal,65.8,2.0,9.78
1183.0,16.1,31,Road,27.5,0.1,4.93
2945.4,23.0,39,Multimodal,44.6,0.2,10.31
3147.9,80.2,27,Road,49.1,4.3,10.19
1556.3,55.2,10,Road,84.1,1.8,7.05
2139.8,86.3,34,Rail,81.9,2.1,9.27
1819.9,30.9,14,Multimodal,0.2,9.9,8.5
4263.3,36.5,2,Multimodal,41.4,9.3,13.7
1443.2,64.9,39,Road,65.6,3.2,8.26
829.0,52.2,22,Road,85.2,3.4,6.4
1648.3,47.7,26,Rail,4.9,2.9,5.12
3014.5,52.0,5,Rail,62.8,8.8,6.89
3139.6,52.8,38,Sea,84.2,1.0,14.7
4158.6,69.0,16,Road,25.5,5.8,10.22
3968.5,60.3,12,Multimodal,20.5,1.9,12.25
1301.0,86.2,17,Rail,46.8,7.6,7.14
2051.0,85.3,25,Sea,96.3,6.3,14.94
3364.0,38.3,24,Rail,69.3,3.9,8.14
4124.8,3.7,11,Road,42.4,1.0,7.74
1520.6,1.5,18,Multimodal,2.1,7.7,6.52
2002.8,11.5,36,Rail,55.7,0.8,5.91
4048.2,7.2,3,Air,34.9,2.7,2.54
1616.4,33.9,19,Multimodal,18.6,2.5,7.26
2164.9,5.2,6,Rail,50.0,5.8,4.1
4070.7,56.4,23,Rail,34.1,5.1,8.26
3611.1,17.5,7,Road,3.9,2.8,6.77
1099.2,46.5,9,Road,72.6,4.3,5.5
1465.0,9.7,2,Road,73.3,4.4,4.57
1591.5,74.6,11,Road,61.9,5.7,7.44
4107.8,70.3,3,Road,84.1,9.0,10.93
4495.2,35.1,30,Road,20.3,1.4,9.89
3484.1,82.0,8,Road,28.6,5.6,9.71
2182.0,17.1,37,Road,45.9,0.2,7.03
50.7,73.3,21,Road,6.0,7.0,4.37
3140.2,49.4,8,Road,88.4,6.4,9.18
1755.2,30.0,11,Rail,49.1,6.9,4.95
2850.3,8.1,34,Rail,32.5,4.7,5.71
2732.1,15.8,39,Road,47.8,1.9,7.51
2166.3,77.7,16,Rail,32.5,4.5,7.19
4250.0,54.8,7,Sea,28.6,0.2,14.47
109.0,21.7,4,Road,44.8,3.8,2.59
3206.0,44.9,32,Rail,48.2,8.4,8.06
1847.2,10.2,37,Multimodal,43.3,3.4,8.26
3213.5,9.3,22,Sea,54.8,5.9,13.43
3040.1,81.7,7,Road,78.3,2.6,9.73
51.0,41.5,13,Rail,5.7,1.3,3.2
1287.6,32.9,18,Road,81.2,5.2,6.38
855.0,85.4,34,Rail,22.9,0.4,7.02
755.6,36.2,13,Multimodal,25.2,9.0,7.34
3279.5,30.6,34,Rail,59.9,7.8,7.83
1081.8,24.9,29,Air,97.6,10.0,4.97
2138.9,51.1,5,Road,1.7,9.9,5.43
1115.2,50.5,31,Multimodal,67.3,7.3,9.77
2613.2,1.9,11,Rail,69.7,7.8,5.36
3244.0,59.0,38,Road,57.4,5.3,10.19
1493.2,71.1,4,Rail,1.0,2.2,5.05
2715.6,55.6,7,Road,60.6,8.1,7.99
3712.7,78.4,23,Road,11.5,2.7,9.98
428.5,25.2,31,Sea,7.8,6.5,7.55
3199.5,17.7,17,Road,69.6,7.3,7.88
1457.5,62.9,10,Sea,70.0,5.6,11.31
556.3,17.4,22,Road,89.0,6.6,5.19
2457.7,8.7,30,Road,0.3,2.9,5.56
1022.0,9.1,29,Multimodal,37.9,7.6,7.46
3697.0,69.3,17,Road,1.2,9.4,9.23
197.8,3.1,21,Rail,36.5,4.8,2.6
448.4,26.4,22,Rail,49.2,1.2,4.22
2346.9,12.1,39,Rail,53.0,6.2,6.38
2652.3,68.1,22,Air,35.6,3.4,5.62
3285.8,45.6,27,Rail,72.5,4.2,8.24
1170.4,18.9,23,Road,41.6,1.5,4.33
3788.7,67.7,4,Air,51.7,6.3,5.06
4289.4,67.7,26,Road,80.0,7.9,12.35
2248.2,47.3,39,Rail,17.4,7.7,6.61
3423.6,25.2,17,Multimodal,32.1,9.9,12.39
2364.2,53.0,3,Rail,52.1,2.1,5.86
317.3,84.1,17,Sea,76.8,9.1,10.74
1470.9,5.1,19,Rail,42.5,7.3,4.02
398.3,24.4,39,Sea,7.3,7.1,7.96
4450.0,26.0,18,Multimodal,98.9,6.8,14.93
1034.5,57.0,28,Road,70.8,5.4,7.04
2863.4,58.8,15,Road,72.3,3.8,8.8
1283.1,19.0,26,Rail,46.5,9.4,4.42
2941.3,19.8,35,Sea,54.7,1.5,12.53
950.8,83.6,16,Road,99.4,1.8,7.98
3534.8,68.2,15,Road,59.5,0.2,10.03
503.1,84.1,5,Road,21.9,7.4,5.43
4028.7,74.8,24,Multimodal,96.4,8.9,16.57
3782.7,36.5,2,Rail,53.8,1.9,6.6
3056.2,11.4,36,Road,2.1,0.3,7.13
308.0,56.8,31,Road,57.3,2.4,5.91
942.5,32.0,30,Road,7.0,8.8,4.39
3867.8,38.6,12,Road,52.8,0.2,8.69
553.3,38.6,37,Road,82.5,1.0,6.23
705.9,84.3,21,Air,53.9,0.2,5.77
2450.3,6.7,12,Multimodal,37.3,9.4,9.39
1237.4,17.8,37,Road,88.3,1.4,6.88
1003.2,54.9,35,Road,92.8,9.0,7.54
2593.3,79.6,22,Road,34.7,4.7,8.88
1679.7,82.7,36,Rail,49.9,3.9,8.35
636.8,50.5,8,Road,98.3,4.3,5.82
2409.2,3.6,27,Road,17.8,4.2,5.78
1744.6,33.0,27,Road,29.8,3.4,6.19
3306.7,82.7,36,Sea,42.8,8.1,17.25
466.9,45.2,7,Sea,10.1,5.1,6.76
2794.7,65.5,3,Rail,27.2,9.9,6.4
1967.0,24.6,4,Road,54.5,5.2,5.17
1830.2,2.7,24,Air,22.8,8.2,2.79
1049.1,52.3,8,Multimodal,68.6,7.5,8.59
141.8,75.2,13,Road,34.8,4.0,4.91
3815.4,89.1,9,Road,9.0,7.9,9.78
1472.2,76.3,20,Rail,76.5,1.5,7.58
3066.5,50.1,20,Road,56.7,2.0,8.87
4264.4,55.0,5,Road,82.5,6.2,10.62
2544.6,74.3,5,Rail,36.0,7.1,6.73
1790.2,2.3,35,Rail,1.9,6.4,4.16
1210.9,85.7,1,Road,4.7,5.1,5.47
4203.5,48.0,15,Rail,79.5,1.4,8.63
3070.9,85.7,17,Multimodal,41.1,3.7,12.38
2995.4,68.9,12,Road,97.6,6.0,10.03
1920.6,14.1,36,Rail,83.0,2.3,6.65
3803.5,15.3,15,Road,1.6,6.4,6.98
3213.0,32.2,14,Road,87.0,2.3,8.96
1277.9,24.1,27,Rail,21.3,1.0,4.27
2700.1,39.8,22,Road,48.6,3.2,7.64
1938.7,54.5,9,Road,50.6,2.7,6.97
34.6,39.6,21,Road,6.0,8.1,3.09
3635.3,5.5,3,Rail,12.6,4.8,4.27
557.1,87.8,31,Sea,42.3,0.6,9.42
2297.2,38.5,13,Road,64.3,8.2,7.17
1516.3,76.7,2,Rail,26.4,2.7,5.76
1542.7,7.1,14,Road,52.6,5.7,4.55
2150.8,73.0,7,Rail,37.9,5.4,6.34
4486.6,16.0,29,Road,63.0,9.7,10.02
1840.7,61.3,4,Rail,42.4,2.5,5.74
824.6,59.7,4,Multimodal,85.2,1.5,7.48
2763.2,81.9,24,Multimodal,98.4,2.6,13.03
1067.1,29.2,21,Road,91.3,5.8,5.96
479.4,10.3,28,Air,16.9,2.2,2.47
230.5,77.9,38,Road,45.7,3.4,6.88
107.9,30.2,8,Multimodal,45.9,6.6,5.36
1943.1,21.3,17,Road,84.0,1.2,6.45
1923.1,44.0,9,Road,35.7,9.5,6.09
839.0,13.6,20,Road,55.0,5.3,3.89
3529.2,27.1,5,Road,60.9,4.8,7.83
586.1,35.0,35,Sea,11.2,3.6,7.68
4119.4,25.3,29,Multimodal,55.8,2.5,12.77
2646.2,40.8,12,Rail,24.7,4.8,5.69
129.1,34.9,32,Sea,20.7,4.9,6.71
4333.6,69.8,31,Sea,25.0,0.6,16.38
1389.2,82.7,31,Road,9.9,8.5,7.52
2027.6,9.5,1,Road,7.0,8.2,3.71
1282.8,74.2,5,Road,64.7,4.5,6.7
3279.3,83.9,36,Road,94.1,3.4,12.0
2188.1,62.0,12,Road,68.8,5.0,7.96
600.0,89.7,16,Road,31.2,2.2,6.14
473.4,30.5,16,Road,33.5,0.0,3.85
3265.6,74.8,21,Road,54.1,3.5,9.95
1070.7,60.8,33,Air,86.6,0.2,6.53
624.4,29.4,26,Road,20.2,0.4,4.34
2249.9,63.6,3,Rail,46.9,0.3,6.34
3613.4,46.1,23,Rail,49.9,8.8,7.66
1258.1,17.4,25,Rail,93.1,1.4,5.75
1247.6,16.1,20,Road,53.6,2.5,4.8
3753.3,64.3,36,Road,78.1,4.9,11.57
669.5,64.2,35,Road,8.8,5.3,5.77
2777.2,48.0,33,Road,32.7,1.2,8.44
4297.8,45.4,5,Road,61.1,9.1,9.66
3786.7,16.6,4,Rail,67.8,2.3,6.37
282.9,38.9,8,Rail,88.5,9.4,4.68
1443.0,78.5,11,Rail,59.0,2.6,6.5
645.0,77.0,27,Road,29.0,0.0,6.42
4271.8,59.7,10,Road,53.9,9.7,10.53
4436.8,89.8,20,Sea,71.2,4.8,19.22
1061.3,80.4,32,Road,78.4,8.8,8.43
3015.3,13.5,27,Sea,94.5,7.3,14.4
3788.1,36.2,18,Sea,19.1,1.8,13.37
1055.4,12.3,26,Road,66.1,8.5,5.05
848.6,42.2,35,Road,20.0,0.5,5.6
55.4,70.0,28,Rail,31.8,5.1,5.49
1856.8,14.4,1,Road,14.3,2.5,4.09
4048.0,79.3,34,Road,77.3,3.6,12.8
4063.9,51.4,26,Road,91.4,7.6,11.35
579.2,67.5,6,Road,3.0,6.8,4.11
923.6,4.5,25,Rail,81.4,4.4,4.49
1839.2,8.9,17,Sea,24.2,0.5,7.88
3513.9,56.1,26,Road,48.7,0.4,9.69
2755.3,75.5,21,Multimodal,74.8,7.0,13.52
2314.8,78.7,32,Multimodal,50.7,9.5,13.55
2665.7,62.1,25,Multimodal,23.1,8.5,11.88
437.4,18.5,32,Sea,90.6,1.2,7.87
2152.1,18.0,19,Road,59.4,1.2,6.21
4464.3,79.4,2,Road,93.1,6.1,11.83
402.6,10.6,35,Rail,84.7,6.6,4.95
2339.0,61.9,16,Rail,87.7,6.2,7.68
1333.9,48.2,16,Sea,36.2,8.9,10.59
2431.9,38.2,33,Multimodal,98.7,2.3,11.18
2584.3,39.9,24,Rail,85.2,1.7,7.5
2600.7,85.1,31,Road,33.8,9.1,9.55
3835.7,77.6,23,Road,89.6,7.2,11.95
1756.9,77.9,17,Road,75.5,7.1,8.19
2326.0,36.9,33,Rail,72.5,3.4,7.38
54.1,10.1,37,Rail,0.6,6.3,2.65
3554.0,89.8,36,Sea,2.3,7.3,17.23
1171.4,13.5,19,Rail,69.5,6.0,4.7
3675.4,46.6,21,Air,27.9,7.4,4.41
1199.0,24.2,39,Rail,5.9,5.9,4.75
53.5,46.2,19,Sea,28.6,9.8,7.61
701.0,27.8,8,Road,83.8,4.9,4.46
4435.6,80.8,26,Air,47.1,0.1,7.15
1442.5,87.2,18,Rail,61.6,1.6,7.46
494.2,37.2,14,Road,80.1,9.6,5.18
538.8,6.8,18,Road,32.3,4.7,3.04
1400.0,59.9,37,Air,1.1,1.2,4.72
174.2,34.2,28,Road,32.3,1.6,3.94
2304.1,88.7,33,Rail,95.7,0.3,10.1
965.8,8.5,6,Road,48.2,2.3,3.28
2339.3,11.2,7,Rail,57.0,9.9,4.38
637.7,63.1,5,Sea,76.0,3.3,8.53
1937.2,68.4,27,Road,11.5,2.5,7.37
2692.6,42.7,8,Road,73.4,6.7,7.67
283.7,25.3,38,Multimodal,29.8,6.7,7.12
1797.4,28.2,33,Sea,38.8,9.7,11.91
1364.8,30.7,12,Air,26.9,7.3,2.84
1085.4,20.7,37,Road,15.4,1.1,4.69
2722.4,76.6,37,Road,36.1,9.9,9.95
2650.5,6.3,15,Road,9.5,7.5,5.18
2840.0,37.0,17,Sea,84.5,2.6,13.2
719.2,67.4,37,Road,30.6,2.6,6.7
1289.3,0.8,29,Road,65.4,9.6,5.08
947.5,79.1,3,Road,29.7,1.9,5.64
2434.6,63.7,11,Road,21.1,2.3,7.09
2077.5,7.1,26,Sea,71.4,3.6,10.39
1489.7,80.6,6,Road,62.4,6.8,7.06
3538.1,44.1,35,Rail,21.8,4.3,7.69
427.4,58.9,24,Multimodal,61.2,3.1,7.79
4387.2,79.4,39,Road,0.5,2.7,11.5
528.9,79.4,34,Rail,17.7,1.3,6.39
3480.0,37.1,24,Multimodal,72.8,5.5,12.99
1660.2,21.8,19,Multimodal,41.0,2.7,7.4
3894.4,23.5,13,Road,20.4,3.3,7.76
338.4,69.1,9,Road,50.6,0.1,5.03
1689.4,83.7,19,Road,46.5,5.3,7.92
1512.8,7.0,32,Sea,63.4,7.0,10.43
4469.2,1.8,21,Sea,7.3,9.3,15.56
4435.0,74.2,32,Rail,81.9,2.0,10.8
858.2,35.1,12,Road,5.8,9.2,3.57
2836.6,25.2,29,Road,45.4,3.6,7.64
2412.2,17.4,33,Rail,71.0,8.0,6.73
698.9,31.5,1,Rail,34.5,9.0,3.33
759.2,87.4,4,Sea,91.0,9.6,12.0
4451.7,87.9,13,Road,75.5,3.3,12.24
2040.0,30.2,23,Road,42.6,2.6,6.36
570.5,86.8,28,Road,18.4,4.4,6.62
970.5,27.3,12,Road,4.3,5.5,3.65
1211.2,77.0,19,Road,80.2,6.9,7.64
2301.6,19.5,33,Road,19.4,6.9,6.24
1513.3,74.5,18,Road,27.0,1.2,6.93
2050.3,32.2,34,Road,1.0,6.1,6.37
753.4,18.0,30,Road,1.8,1.7,3.48
1473.6,84.2,6,Sea,23.0,7.1,11.21
321.1,19.7,4,Road,87.3,9.8,3.82
4004.2,89.3,12,Rail,78.1,7.7,9.96
898.4,10.2,23,Sea,77.0,6.9,8.95
3407.3,1.4,28,Rail,82.7,0.8,7.06
1576.2,78.4,11,Multimodal,18.7,1.8,8.33
2137.4,53.0,28,Road,97.9,3.6,9.16
1314.2,38.2,34,Sea,23.2,9.3,10.94
3135.5,7.8,34,Multimodal,15.0,3.3,9.65
3801.2,52.0,21,Air,29.5,8.1,5.1
1291.8,35.7,36,Road,53.0,1.0,6.41
1093.8,43.8,28,Road,12.4,6.6,5.08
3068.1,56.9,34,Road,73.9,7.8,10.49
882.2,57.8,29,Rail,37.2,5.4,5.94
2881.1,86.5,26,Sea,56.8,7.7,16.22
429.5,59.1,13,Road,73.4,7.2,5.49
2792.5,30.9,34,Rail,90.2,4.8,8.16
2312.8,30.0,19,Rail,81.9,8.7,6.77
517.0,43.2,8,Road,53.7,3.4,4.25
2922.7,23.7,29,Air,99.1,4.3,5.6
2012.3,34.2,16,Sea,53.0,5.4,11.05
980.9,75.9,28,Road,53.6,1.3,7.4
1593.5,77.4,30,Rail,15.8,5.2,6.83
2217.0,56.7,23,Road,14.9,3.2,6.86
416.5,52.7,29,Rail,16.9,2.6,4.65
4309.5,38.7,20,Multimodal,59.2,5.8,14.21
2996.7,57.4,17,Air,41.5,3.3,4.95
465.9,72.6,26,Road,38.6,8.6,6.12
3703.8,66.5,39,Road,12.8,4.1,10.43
1454.9,3.7,33,Road,38.1,4.1,4.87
2687.6,65.9,14,Rail,37.8,9.8,7.06
1250.8,64.9,31,Road,62.1,3.4,7.47
3301.7,9.4,16,Rail,38.8,1.3,5.44
3254.9,13.9,21,Road,41.9,8.8,7.12
2486.4,71.0,35,Road,27.3,9.2,8.95
1088.0,50.5,19,Road,13.2,2.3,5.0
1145.4,74.0,6,Multimodal,30.0,8.8,9.2
1726.0,17.0,23,Sea,4.3,4.9,9.04
656.8,3.2,26,Road,20.4,0.4,3.19
1522.8,15.0,9,Road,32.5,5.5,4.11
3081.2,41.0,13,Rail,14.6,8.5,5.79
3739.6,47.3,15,Road,66.5,4.0,9.62
1500.0,77.3,32,Rail,28.1,5.5,7.32
1055.0,64.6,39,Sea,61.6,1.4,10.48
3747.7,89.1,17,Rail,64.4,8.4,9.6
4008.7,7.5,29,Rail,44.7,1.1,6.68
1848.0,12.2,18,Rail,44.9,0.9,4.61
125.9,8.0,34,Air,58.1,9.3,3.4
3128.9,48.7,25,Multimodal,26.2,8.7,12.44
3529.2,24.4,12,Rail,2.1,5.7,5.18
86.0,61.7,15,Road,64.5,1.1,5.16
2679.7,12.4,24,Rail,60.9,5.5,5.97
2649.7,9.7,9,Road,47.6,9.2,5.8
1707.3,41.7,20,Rail,87.6,6.1,6.72
3375.2,34.1,25,Rail,50.9,2.0,7.43
1929.7,74.7,24,Road,30.3,9.1,7.96
3047.1,75.5,26,Road,71.4,8.7,10.49
2329.4,11.0,14,Rail,96.2,5.5,6.11
1121.8,73.2,5,Air,73.7,8.5,5.43
2731.2,51.0,29,Rail,90.9,0.6,8.46
3317.4,45.6,8,Rail,11.3,4.6,6.11
4382.7,9.0,17,Road,12.1,1.8,8.01
1713.6,66.7,22,Rail,15.5,8.4,6.07
294.8,5.8,18,Road,70.3,9.7,3.63
4445.9,25.4,27,Rail,39.0,9.3,7.98
2809.0,9.0,2,Road,47.8,5.0,5.92
4259.3,48.0,1,Rail,26.2,5.1,6.97
471.7,58.2,8,Road,73.6,9.1,5.45
1542.4,80.2,21,Road,84.5,7.2,8.53
607.0,66.2,24,Multimodal,16.0,0.7,6.64
3760.6,86.5,2,Road,19.3,1.3,9.36
3962.1,68.6,38,Road,33.9,9.5,11.19
2258.4,27.2,28,Rail,28.0,3.7,5.26
843.8,49.5,34,Air,53.2,1.9,5.26
576.4,41.5,12,Road,75.3,7.4,5.18
2648.8,51.2,5,Sea,79.3,8.8,14.32
2281.2,51.7,36,Air,20.8,2.1,5.08
3128.1,63.3,8,Road,17.6,2.5,8.03
1376.9,7.9,30,Road,36.4,9.0,4.84
1813.6,67.3,10,Road,14.8,0.1,6.63
101.0,13.4,21,Sea,9.2,9.1,6.33
2747.6,2.8,34,Road,24.3,0.4,6.77
1907.0,46.9,34,Road,39.4,1.0,7.6
4139.3,52.5,4,Rail,58.8,8.6,7.93
2889.8,3.6,11,Rail,72.3,2.5,5.3
1797.1,46.6,22,Road,22.3,2.2,6.11
1189.8,48.3,23,Rail,81.9,8.4,6.47
4074.3,5.2,34,Road,3.4,5.4,8.0
78.1,64.2,30,Road,44.4,3.5,5.28
1474.5,19.3,25,Rail,63.3,7.1,5.41
4246.1,71.6,24,Air,29.1,8.1,6.11
2944.9,28.3,25,Road,68.4,8.6,8.4
2399.6,43.3,30,Air,86.7,1.2,6.21
919.9,80.3,39,Rail,8.9,5.8,6.57
3751.0,72.7,16,Road,51.3,6.8,10.07
922.9,70.5,10,Sea,1.9,1.2,7.59
1120.9,14.9,31,Road,28.0,6.1,4.89
867.4,4.8,11,Multimodal,13.7,0.3,3.69
715.9,54.7,9,Air,62.4,3.4,4.3
4290.1,37.3,36,Road,24.9,1.7,10.07
2711.1,81.9,19,Road,28.2,5.6,8.94
2872.1,31.8,5,Road,20.6,1.9,6.21
4294.7,37.2,12,Road,24.4,7.9,8.86
1041.4,47.6,10,Road,22.5,1.2,4.81
31.6,71.8,14,Road,69.8,7.6,5.84
2697.0,24.5,20,Rail,95.6,1.0,6.88
2287.8,84.8,20,Road,49.0,4.4,8.89
2152.0,48.8,36,Sea,60.0,7.0,13.47
283.2,75.8,25,Sea,81.8,1.6,9.35
2047.7,47.5,5,Rail,47.6,7.5,5.66
1297.6,69.6,27,Air,30.2,9.5,5.25
1239.2,5.1,2,Road,95.1,3.7,4.36
1004.6,72.0,12,Road,90.6,0.0,7.42
1499.7,47.4,28,Rail,22.0,4.8,5.64
